b 2028 800 1 1 1 1 0 1
f 80 0.001 160 1672 1670 161 
f 81 0.001 162 1674 163 
f 82 0.001 164 165 
f 83 0.001 166 167 
f 84 0.001 168 169 
f 85 0.001 170 171 
f 86 0.001 172 173 
f 87 0.001 174 175 
f 88 0.001 176 177 
f 89 0.001 178 179 
f 90 0.001 180 1676 1678 181 
f 91 0.001 182 1680 1684 1682 183 
f 92 0.001 184 1688 1686 185 
f 93 0.001 186 1690 187 
f 94 0.001 188 1692 1694 189 
f 95 0.001 190 1696 191 
f 96 0.001 192 1698 193 
f 97 0.001 194 195 
f 98 0.001 196 197 
f 99 0.001 198 199 
f 100 0.001 200 201 
f 101 0.001 202 1700 203 
f 102 0.001 204 205 
f 103 0.001 206 207 
f 104 0.001 208 209 
f 105 0.001 210 211 
f 106 0.001 212 213 
f 107 0.001 214 215 
f 108 0.001 216 217 
f 109 0.001 218 219 
f 110 0.001 220 221 
f 111 0.001 222 223 
f 112 0.001 224 225 
f 113 0.001 226 1693 227 
f 114 0.001 228 1704 1702 229 
f 115 0.001 230 1706 1708 231 
f 116 0.001 232 1710 233 
f 117 0.001 234 235 
f 118 0.001 236 1712 237 
f 119 0.001 238 1714 1716 239 
f 120 0.001 240 241 
f 121 0.001 242 243 
f 122 0.001 244 1718 245 
f 123 0.001 246 247 
f 124 0.001 248 1720 249 
f 125 0.001 250 251 
f 126 0.001 252 1724 1722 253 
f 127 0.001 254 255 
f 128 0.001 256 1726 257 
f 129 0.001 258 259 
f 130 0.001 260 1728 261 
f 131 0.001 262 263 
f 132 0.001 264 265 
f 133 0.001 266 1730 267 
f 134 0.001 268 269 
f 135 0.001 270 271 
f 136 0.001 272 273 
f 137 0.001 274 275 
f 138 0.001 276 277 
f 139 0.001 278 279 
f 140 0.001 280 281 
f 141 0.001 282 1732 283 
f 142 0.001 284 1734 1736 285 
f 143 0.001 286 1738 287 
f 144 0.001 288 1740 289 
f 145 0.001 290 1742 291 
f 146 0.001 292 293 
f 147 0.001 294 295 
f 148 0.001 296 1677 297 
f 149 0.001 298 299 
f 150 0.001 300 1744 301 
f 151 0.001 302 1746 303 
f 152 0.001 304 305 
f 153 0.001 306 307 
f 154 0.001 308 309 
f 155 0.001 310 311 
f 156 0.001 312 313 
f 157 0.001 314 1750 1748 315 
f 158 0.001 316 317 
f 159 0.001 318 319 
f 160 0.001 320 1752 321 
f 161 0.001 322 1703 323 
f 162 0.001 324 1754 325 
f 163 0.001 326 1756 1735 327 
f 164 0.001 328 329 
f 165 0.001 330 1613 331 
f 166 0.001 332 333 
f 167 0.001 334 1647 335 
f 168 0.001 336 337 
f 169 0.001 338 339 
f 170 0.001 340 341 
f 171 0.001 342 343 
f 172 0.001 344 1758 345 
f 173 0.001 346 347 
f 174 0.001 348 1629 349 
f 175 0.001 350 351 
f 176 0.001 352 353 
f 177 0.001 354 355 
f 178 0.001 356 357 
f 179 0.001 358 359 
f 180 0.001 360 361 
f 181 0.001 362 363 
f 182 0.001 364 1762 1760 365 
f 183 0.001 366 367 
f 184 0.001 368 369 
f 185 0.001 370 371 
f 186 0.001 372 1764 373 
f 187 0.001 374 1766 375 
f 188 0.001 376 1639 377 
f 189 0.001 378 1635 379 
f 190 0.001 380 1770 1768 381 
f 191 0.001 382 1723 383 
f 192 0.001 384 385 
f 193 0.001 386 1747 387 
f 194 0.001 388 389 
f 195 0.001 390 391 
f 196 0.001 392 393 
f 197 0.001 394 395 
f 198 0.001 396 397 
f 199 0.001 398 1772 399 
f 200 0.001 400 1651 401 
f 201 0.001 402 403 
f 202 0.001 404 405 
f 203 0.001 406 407 
f 204 0.001 408 409 
f 205 0.001 410 1774 411 
f 206 0.001 412 413 
f 207 0.001 414 1776 415 
f 208 0.001 416 1695 417 
f 209 0.001 418 1778 419 
f 210 0.001 420 1701 421 
f 211 0.001 422 1780 423 
f 212 0.001 424 425 
f 213 0.001 426 427 
f 214 0.001 428 429 
f 215 0.001 430 431 
f 216 0.001 432 433 
f 217 0.001 434 1615 1782 435 
f 218 0.001 436 1784 1786 437 
f 219 0.001 438 439 
f 220 0.001 440 1659 441 
f 221 0.001 442 1788 443 
f 222 0.001 444 445 
f 223 0.001 446 1790 447 
f 224 0.001 448 1792 449 
f 225 0.001 450 1794 451 
f 226 0.001 452 1623 1669 453 
f 227 0.001 454 455 
f 228 0.001 456 457 
f 229 0.001 458 1796 459 
f 230 0.001 460 1657 461 
f 231 0.001 462 1798 463 
f 232 0.001 464 1737 465 
f 233 0.001 466 467 
f 234 0.001 468 1802 1800 469 
f 235 0.001 470 471 
f 236 0.001 472 1804 473 
f 237 0.001 474 1767 475 
f 238 0.001 476 477 
f 239 0.001 478 1806 479 
f 240 0.001 480 481 
f 241 0.001 482 1808 483 
f 242 0.001 484 1810 1661 485 
f 243 0.001 486 487 
f 244 0.001 488 1812 489 
f 245 0.001 490 1814 491 
f 246 0.001 492 493 
f 247 0.001 494 495 
f 248 0.001 496 497 
f 249 0.001 498 499 
f 250 0.001 500 1816 501 
f 251 0.001 502 503 
f 252 0.001 504 505 
f 253 0.001 506 507 
f 254 0.001 508 509 
f 255 0.001 510 511 
f 256 0.001 512 513 
f 257 0.001 514 515 
f 258 0.001 516 517 
f 259 0.001 518 519 
f 260 0.001 520 521 
f 261 0.001 522 523 
f 262 0.001 524 1637 525 
f 263 0.001 526 527 
f 264 0.001 528 529 
f 265 0.001 530 531 
f 266 0.001 532 1817 533 
f 267 0.001 534 1818 535 
f 268 0.001 536 537 
f 269 0.001 538 1820 539 
f 270 0.001 540 541 
f 271 0.001 542 543 
f 272 0.001 544 545 
f 273 0.001 546 547 
f 274 0.001 548 1822 549 
f 275 0.001 550 551 
f 276 0.001 552 1824 553 
f 277 0.001 554 555 
f 278 0.001 556 557 
f 279 0.001 558 559 
f 280 0.001 560 1826 1797 561 
f 281 0.001 562 563 
f 282 0.001 564 1733 565 
f 283 0.001 566 1828 1681 567 
f 284 0.001 568 569 
f 285 0.001 570 571 
f 286 0.001 572 573 
f 287 0.001 574 575 
f 288 0.001 576 1830 577 
f 289 0.001 578 1832 579 
f 290 0.001 580 1809 581 
f 291 0.001 582 1836 1834 583 
f 292 0.001 584 1761 585 
f 293 0.001 586 1838 1840 587 
f 294 0.001 588 589 
f 295 0.001 590 591 
f 296 0.001 592 1663 593 
f 297 0.001 594 1844 1842 595 
f 298 0.001 596 597 
f 299 0.001 598 599 
f 300 0.001 600 601 
f 301 0.001 602 1846 1848 603 
f 302 0.001 604 1843 1850 605 
f 303 0.001 606 607 
f 304 0.001 608 1852 609 
f 305 0.001 610 1633 611 
f 306 0.001 612 613 
f 307 0.001 614 1854 615 
f 308 0.001 616 1856 1858 617 
f 309 0.001 618 1833 1743 619 
f 310 0.001 620 1860 621 
f 311 0.001 622 1831 623 
f 312 0.001 624 625 
f 313 0.001 626 627 
f 314 0.001 628 1862 629 
f 315 0.001 630 1864 631 
f 316 0.001 632 633 
f 317 0.001 634 1866 635 
f 318 0.001 636 1619 1799 637 
f 319 0.001 638 639 
f 320 0.001 640 641 
f 321 0.001 642 643 
f 322 0.001 644 1868 645 
f 323 0.001 646 647 
f 324 0.001 648 1870 649 
f 325 0.001 650 1759 651 
f 326 0.001 652 1872 1667 653 
f 327 0.001 654 1874 655 
f 328 0.001 656 657 
f 329 0.001 658 659 
f 330 0.001 660 1876 661 
f 331 0.001 662 663 
f 332 0.001 664 665 
f 333 0.001 666 1880 1878 1627 667 
f 334 0.001 668 669 
f 335 0.001 670 671 
f 336 0.001 672 673 
f 337 0.001 674 1789 1727 675 
f 338 0.001 676 677 
f 339 0.001 678 679 
f 340 0.001 680 681 
f 341 0.001 682 683 
f 342 0.001 684 685 
f 343 0.001 686 687 
f 344 0.001 688 1865 689 
f 345 0.001 690 691 
f 346 0.001 692 693 
f 347 0.001 694 695 
f 348 0.001 696 697 
f 349 0.001 698 699 
f 350 0.001 700 701 
f 351 0.001 702 703 
f 352 0.001 704 1882 705 
f 353 0.001 706 707 
f 354 0.001 708 709 
f 355 0.001 710 1884 711 
f 356 0.001 712 1863 713 
f 357 0.001 714 715 
f 358 0.001 716 717 
f 359 0.001 718 1731 719 
f 360 0.001 720 1886 721 
f 361 0.001 722 723 
f 362 0.001 724 725 
f 363 0.001 726 727 
f 364 0.001 728 1819 729 
f 365 0.001 730 731 
f 366 0.001 732 733 
f 367 0.001 734 1888 735 
f 368 0.001 736 1641 737 
f 369 0.001 738 739 
f 370 0.001 740 1675 741 
f 371 0.001 742 743 
f 372 0.001 744 745 
f 373 0.001 746 747 
f 374 0.001 748 1890 1801 749 
f 375 0.001 750 751 
f 376 0.001 752 753 
f 377 0.001 754 755 
f 378 0.001 756 757 
f 379 0.001 758 759 
f 380 0.001 760 761 
f 381 0.001 762 1699 1867 763 
f 382 0.001 764 1653 765 
f 383 0.001 766 767 
f 384 0.001 768 1857 1892 769 
f 385 0.001 770 1894 771 
f 386 0.001 772 773 
f 387 0.001 774 1896 775 
f 388 0.001 776 777 
f 389 0.001 778 1721 779 
f 390 0.001 780 1898 781 
f 391 0.001 782 1813 1757 783 
f 392 0.001 784 1853 785 
f 393 0.001 786 787 
f 394 0.001 788 789 
f 395 0.001 790 1879 791 
f 396 0.001 792 1900 793 
f 397 0.001 794 795 
f 398 0.001 796 797 
f 399 0.001 798 799 
f 400 0.001 800 1671 801 
f 401 0.001 802 1902 803 
f 402 0.001 804 1904 805 
f 403 0.001 806 1906 807 
f 404 0.001 808 809 
f 405 0.001 810 811 
f 406 0.001 812 1785 813 
f 407 0.001 814 815 
f 408 0.001 816 1908 817 
f 409 0.001 818 1910 819 
f 410 0.001 820 1912 821 
f 411 0.001 822 1835 1914 823 
f 412 0.001 824 825 
f 413 0.001 826 827 
f 414 0.001 828 1901 829 
f 415 0.001 830 1916 1787 831 
f 416 0.001 832 1920 1918 833 
f 417 0.001 834 835 
f 418 0.001 836 837 
f 419 0.001 838 839 
f 420 0.001 840 841 
f 421 0.001 842 843 
f 422 0.001 844 845 
f 423 0.001 846 1922 847 
f 424 0.001 848 1707 1924 849 
f 425 0.001 850 851 
f 426 0.001 852 1645 1673 853 
f 427 0.001 854 855 
f 428 0.001 856 1617 857 
f 429 0.001 858 1691 859 
f 430 0.001 860 861 
f 431 0.001 862 1883 863 
f 432 0.001 864 1926 865 
f 433 0.001 866 867 
f 434 0.001 868 869 
f 435 0.001 870 871 
f 436 0.001 872 1928 873 
f 437 0.001 874 1930 875 
f 438 0.001 876 1931 877 
f 439 0.001 878 879 
f 440 0.001 880 881 
f 441 0.001 882 883 
f 442 0.001 884 1919 1932 885 
f 443 0.001 886 887 
f 444 0.001 888 1934 889 
f 445 0.001 890 891 
f 446 0.001 892 1936 893 
f 447 0.001 894 895 
f 448 0.001 896 897 
f 449 0.001 898 899 
f 450 0.001 900 1940 1938 901 
f 451 0.001 902 903 
f 452 0.001 904 905 
f 453 0.001 906 1827 907 
f 454 0.001 908 909 
f 455 0.001 910 911 
f 456 0.001 912 913 
f 457 0.001 914 1905 915 
f 458 0.001 916 917 
f 459 0.001 918 919 
f 460 0.001 920 1871 921 
f 461 0.001 922 923 
f 462 0.001 924 925 
f 463 0.001 926 927 
f 464 0.001 928 1942 929 
f 465 0.001 930 931 
f 466 0.001 932 1877 933 
f 467 0.001 934 935 
f 468 0.001 936 937 
f 469 0.001 938 1807 939 
f 470 0.001 940 941 
f 471 0.001 942 1795 943 
f 472 0.001 944 1927 945 
f 473 0.001 946 947 
f 474 0.001 948 949 
f 475 0.001 950 1815 1741 1944 951 
f 476 0.001 952 1939 953 
f 477 0.001 954 1946 955 
f 478 0.001 956 1779 957 
f 479 0.001 958 959 
f 480 0.001 960 961 
f 481 0.001 962 963 
f 482 0.001 964 1829 965 
f 483 0.001 966 967 
f 484 0.001 968 1948 1739 969 
f 485 0.001 970 971 
f 486 0.001 972 1950 973 
f 487 0.001 974 1952 975 
f 488 0.001 976 1915 977 
f 489 0.001 978 1954 979 
f 490 0.001 980 981 
f 491 0.001 982 983 
f 492 0.001 984 1839 985 
f 493 0.001 986 987 
f 494 0.001 988 989 
f 495 0.001 990 991 
f 496 0.001 992 1956 993 
f 497 0.001 994 995 
f 498 0.001 996 1958 997 
f 499 0.001 998 1960 999 
f 500 0.001 1000 1859 1001 
f 501 0.001 1002 1003 
f 502 0.001 1004 1005 
f 503 0.001 1006 1007 
f 504 0.001 1008 1009 
f 505 0.001 1010 1011 
f 506 0.001 1012 1895 1013 
f 507 0.001 1014 1015 
f 508 0.001 1016 1017 
f 509 0.001 1018 1019 
f 510 0.001 1020 1021 
f 511 0.001 1022 1607 1023 
f 512 0.001 1024 1025 
f 513 0.001 1026 1962 1027 
f 514 0.001 1028 1665 1945 1029 
f 515 0.001 1030 1031 
f 516 0.001 1032 1887 1033 
f 517 0.001 1034 1035 
f 518 0.001 1036 1964 1037 
f 519 0.001 1038 1705 1039 
f 520 0.001 1040 1655 1643 1041 
f 521 0.001 1042 1966 1875 1881 1043 
f 522 0.001 1044 1970 1968 1897 1045 
f 523 0.001 1046 1047 
f 524 0.001 1048 1049 
f 525 0.001 1050 1773 1051 
f 526 0.001 1052 1053 
f 527 0.001 1054 1055 
f 528 0.001 1056 1763 1609 1057 
f 529 0.001 1058 1603 1059 
f 530 0.001 1060 1061 
f 531 0.001 1062 1063 
f 532 0.001 1064 1065 
f 533 0.001 1066 1837 1067 
f 534 0.001 1068 1069 
f 535 0.001 1070 1071 
f 536 0.001 1072 1073 
f 537 0.001 1074 1075 
f 538 0.001 1076 1077 
f 539 0.001 1078 1079 
f 540 0.001 1080 1081 
f 541 0.001 1082 1083 
f 542 0.001 1084 1972 1085 
f 543 0.001 1086 1087 
f 544 0.001 1088 1089 
f 545 0.001 1090 1091 
f 546 0.001 1092 1093 
f 547 0.001 1094 1095 
f 548 0.001 1096 1947 1097 
f 549 0.001 1098 1974 1099 
f 550 0.001 1100 1976 1101 
f 551 0.001 1102 1103 
f 552 0.001 1104 1105 
f 553 0.001 1106 1107 
f 554 0.001 1108 1715 1719 1109 
f 555 0.001 1110 1111 
f 556 0.001 1112 1113 
f 557 0.001 1114 1717 1115 
f 558 0.001 1116 1117 
f 559 0.001 1118 1978 1791 1119 
f 560 0.001 1120 1121 
f 561 0.001 1122 1980 1123 
f 562 0.001 1124 1125 
f 563 0.001 1126 1982 1127 
f 564 0.001 1128 1129 
f 565 0.001 1130 1131 
f 566 0.001 1132 1133 
f 567 0.001 1134 1851 1135 
f 568 0.001 1136 1729 1137 
f 569 0.001 1138 1139 
f 570 0.001 1140 1141 
f 571 0.001 1142 1969 1709 1143 
f 572 0.001 1144 1781 1145 
f 573 0.001 1146 1984 1147 
f 574 0.001 1148 1986 1988 1149 
f 575 0.001 1150 1151 
f 576 0.001 1152 1769 1153 
f 577 0.001 1154 1929 1155 
f 578 0.001 1156 1745 1951 1157 
f 579 0.001 1158 1990 1159 
f 580 0.001 1160 1161 
f 581 0.001 1162 1163 
f 582 0.001 1164 1165 
f 583 0.001 1166 1167 
f 584 0.001 1168 1169 
f 585 0.001 1170 1171 
f 586 0.001 1172 1855 1173 
f 587 0.001 1174 1175 
f 588 0.001 1176 1992 1177 
f 589 0.001 1178 1687 1179 
f 590 0.001 1180 1181 
f 591 0.001 1182 1994 1183 
f 592 0.001 1184 1185 
f 593 0.001 1186 1601 1187 
f 594 0.001 1188 1923 1189 
f 595 0.001 1190 1191 
f 596 0.001 1192 1193 
f 597 0.001 1194 1996 1195 
f 598 0.001 1196 1197 
f 599 0.001 1198 1199 
f 600 0.001 1200 1201 
f 601 0.001 1202 1203 
f 602 0.001 1204 1845 1925 1823 1205 
f 603 0.001 1206 1963 1207 
f 604 0.001 1208 2000 1725 1998 1209 
f 605 0.001 1210 1985 2002 1211 
f 606 0.001 1212 1955 1213 
f 607 0.001 1214 1215 
f 608 0.001 1216 2004 1217 
f 609 0.001 1218 2006 1219 
f 610 0.001 1220 1893 1221 
f 611 0.001 1222 1223 
f 612 0.001 1224 1903 1225 
f 613 0.001 1226 1227 
f 614 0.001 1228 1229 
f 615 0.001 1230 1231 
f 616 0.001 1232 2008 1821 1233 
f 617 0.001 1234 1987 1235 
f 618 0.001 1236 1237 
f 619 0.001 1238 1239 
f 620 0.001 1240 1999 1241 
f 621 0.001 1242 1243 
f 622 0.001 1244 1245 
f 623 0.001 1246 1247 
f 624 0.001 1248 1249 
f 625 0.001 1250 1621 1251 
f 626 0.001 1252 1981 1697 1253 
f 627 0.001 1254 2005 1255 
f 628 0.001 1256 1257 
f 629 0.001 1258 2010 1259 
f 630 0.001 1260 1261 
f 631 0.001 1262 1263 
f 632 0.001 1264 1265 
f 633 0.001 1266 1793 1267 
f 634 0.001 1268 1269 
f 635 0.001 1270 2012 1271 
f 636 0.001 1272 1273 
f 637 0.001 1274 2014 1275 
f 638 0.001 1276 1277 
f 639 0.001 1278 1279 
f 640 0.001 1280 1281 
f 641 0.001 1282 1283 
f 642 0.001 1284 1911 1285 
f 643 0.001 1286 1287 
f 644 0.001 1288 1783 1289 
f 645 0.001 1290 1869 1291 
f 646 0.001 1292 1293 
f 647 0.001 1294 2016 1295 
f 648 0.001 1296 1825 1297 
f 649 0.001 1298 1299 
f 650 0.001 1300 1301 
f 651 0.001 1302 1303 
f 652 0.001 1304 1305 
f 653 0.001 1306 1307 
f 654 0.001 1308 1965 1309 
f 655 0.001 1310 1311 
f 656 0.001 1312 1313 
f 657 0.001 1314 1967 1847 1315 
f 658 0.001 1316 1317 
f 659 0.001 1318 1319 
f 660 0.001 1320 2018 2001 1765 1321 
f 661 0.001 1322 2011 1323 
f 662 0.001 1324 2020 1325 
f 663 0.001 1326 1327 
f 664 0.001 1328 1329 
f 665 0.001 1330 2022 1713 1331 
f 666 0.001 1332 1333 
f 667 0.001 1334 1335 
f 668 0.001 1336 1337 
f 669 0.001 1338 1339 
f 670 0.001 1340 2021 1341 
f 671 0.001 1342 2024 1953 1343 
f 672 0.001 1344 1899 1683 1345 
f 673 0.001 1346 1347 
f 674 0.001 1348 1771 1649 1349 
f 675 0.001 1350 1711 1351 
f 676 0.001 1352 1805 1353 
f 677 0.001 1354 1907 1355 
f 678 0.001 1356 1979 1357 
f 679 0.001 1358 1949 1997 1359 
f 680 0.001 1360 1755 2026 1361 
f 681 0.001 1362 1685 1363 
f 682 0.001 1364 1365 
f 683 0.001 1366 1367 
f 684 0.001 1368 2009 1369 
f 685 0.001 1370 1371 
f 686 0.001 1372 1995 1937 1373 
f 687 0.001 1374 1375 
f 688 0.001 1376 1377 
f 689 0.001 1378 1379 
f 690 0.001 1380 1957 1381 
f 691 0.001 1382 1383 
f 692 0.001 1384 1385 
f 693 0.001 1386 1387 
f 694 0.001 1388 1891 1389 
f 695 0.001 1390 2013 1391 
f 696 0.001 1392 1393 
f 697 0.001 1394 1395 
f 698 0.001 1396 1993 1397 
f 699 0.001 1398 1399 
f 700 0.001 1400 1401 
f 701 0.001 1402 1933 1403 
f 702 0.001 1404 1405 
f 703 0.001 1406 1407 
f 704 0.001 1408 1409 
f 705 0.001 1410 1411 
f 706 0.001 1412 1975 1413 
f 707 0.001 1414 1415 
f 708 0.001 1416 1417 
f 709 0.001 1418 1419 
f 710 0.001 1420 1421 
f 711 0.001 1422 2025 1423 
f 712 0.001 1424 1425 
f 713 0.001 1426 1803 1427 
f 714 0.001 1428 1429 
f 715 0.001 1430 1431 
f 716 0.001 1432 2023 1433 
f 717 0.001 1434 1625 1435 
f 718 0.001 1436 1679 1437 
f 719 0.001 1438 1439 
f 720 0.001 1440 1961 1441 
f 721 0.001 1442 1443 
f 722 0.001 1444 2017 1445 
f 723 0.001 1446 1447 
f 724 0.001 1448 1449 
f 725 0.001 1450 1973 1451 
f 726 0.001 1452 2027 1631 1453 
f 727 0.001 1454 1455 
f 728 0.001 1456 1457 
f 729 0.001 1458 1459 
f 730 0.001 1460 1921 1461 
f 731 0.001 1462 1749 2019 1463 
f 732 0.001 1464 1465 
f 733 0.001 1466 2015 1467 
f 734 0.001 1468 1469 
f 735 0.001 1470 1471 
f 736 0.001 1472 1473 
f 737 0.001 1474 1475 
f 738 0.001 1476 1477 
f 739 0.001 1478 1479 
f 740 0.001 1480 1481 
f 741 0.001 1482 1483 
f 742 0.001 1484 1485 
f 743 0.001 1486 1909 1487 
f 744 0.001 1488 1489 
f 745 0.001 1490 1491 
f 746 0.001 1492 1689 1913 1493 
f 747 0.001 1494 1753 1495 
f 748 0.001 1496 1989 1497 
f 749 0.001 1498 1991 1499 
f 750 0.001 1500 1501 
f 751 0.001 1502 2007 1503 
f 752 0.001 1504 1505 
f 753 0.001 1506 1983 1507 
f 754 0.001 1508 1861 1509 
f 755 0.001 1510 1849 1511 
f 756 0.001 1512 1513 
f 757 0.001 1514 1515 
f 758 0.001 1516 1517 
f 759 0.001 1518 1519 
f 760 0.001 1520 1811 1873 1521 
f 761 0.001 1522 1943 1523 
f 762 0.001 1524 1525 
f 763 0.001 1526 1527 
f 764 0.001 1528 1529 
f 765 0.001 1530 1531 
f 766 0.001 1532 1533 
f 767 0.001 1534 1535 
f 768 0.001 1536 1537 
f 769 0.001 1538 1841 1539 
f 770 0.001 1540 1541 
f 771 0.001 1542 1543 
f 772 0.001 1544 1935 1545 
f 773 0.001 1546 1547 
f 774 0.001 1548 1549 
f 775 0.001 1550 1959 1551 
f 776 0.001 1552 1777 1553 
f 777 0.001 1554 1555 
f 778 0.001 1556 1557 
f 779 0.001 1558 1559 
f 780 0.001 1560 1775 1561 
f 781 0.001 1562 1563 
f 782 0.001 1564 1971 1565 
f 783 0.001 1566 1567 
f 784 0.001 1568 1569 
f 785 0.001 1570 1885 1571 
f 786 0.001 1572 1573 
f 787 0.001 1574 1575 
f 788 0.001 1576 1577 
f 789 0.001 1578 1579 
f 790 0.001 1580 1941 1581 
f 791 0.001 1582 1977 1583 
f 792 0.001 1584 1751 1585 
f 793 0.001 1586 1587 
f 794 0.001 1588 1917 1589 
f 795 0.001 1590 1591 
f 796 0.001 1592 1593 
f 797 0.001 1594 1595 
f 798 0.001 1596 2003 1597 
f 799 0.001 1598 1889 1599 
n 0 1 0.0253707 0.0505074 0.420225
n 1 1 -0.0252808 0.289622 -0.0148146
n 2 2 0.196324 0 0.791202
n 3 1 0.625522 0.0702257 0.802491
n 4 2 0.0490663 0 0.0196061
n 5 1 0.320715 0.252326 0.322224
n 6 1 -0.0956188 0.789953 1.20635
n 7 1 0.142469 0.716582 0.773991
n 8 2 0.539909 1 0.919063
n 9 1 0.662593 0.665816 0.647764
n 10 1 1.01875 0.103229 0.759913
n 11 1 0.827386 0.555623 0.672037
n 12 1 1.07188 0.867048 0.762052
n 13 1 0.67309 0.79153 0.471775
n 14 1 0.65709 0.556852 -0.0675118
n 15 1 0.502048 0.199714 0.244603
n 16 1 0.196417 0.807709 0.440996
n 17 1 0.241522 0.921329 -0.0427986
n 18 1 0.311536 0.223961 0.414024
n 19 1 0.77985 0.0626868 0.353412
n 20 1 0.303764 0.5717 0.222727
n 21 1 0.0321051 0.153672 0.244061
n 22 1 0.653638 0.821749 1.06579
n 23 1 0.602888 0.933625 0.582148
n 24 1 0.0856246 0.203821 0.602414
n 25 1 0.222607 0.451869 0.191672
n 26 1 0.249992 0.170001 0.136773
n 27 1 0.0548811 0.345188 0.561322
n 28 2 -0.037921 1 0.0938224
n 29 1 0.120886 0.776215 0.314307
n 30 1 -0.039474 0.824257 0.695133
n 31 1 0.306287 0.506554 0.863997
n 32 1 0.905346 0.767465 0.0996353
n 33 2 0.918102 1 0.238079
n 34 1 0.265533 0.464441 0.180416
n 35 2 0.42229 0 0.170582
n 36 1 0.362879 0.120308 0.741358
n 37 1 0.832877 0.251874 0.845249
n 38 2 0.479096 1 0.0767565
n 39 1 0.60396 0.581683 0.309069
n 40 1 0.359332 0.220831 -0.0312423
n 41 1 0.141022 0.384261 0.386648
n 42 1 0.209309 0.0755356 0.685244
n 43 1 -0.0388923 0.124355 0.255112
n 44 1 0.145329 0.609356 0.277641
n 45 1 -0.116308 0.280802 0.547083
n 46 1 -0.0247244 0.357847 0.31086
n 47 1 0.443002 0.322703 0.481147
n 48 1 -0.121646 0.343466 0.874785
n 49 1 0.287059 0.351143 0.588599
n 50 1 0.469769 0.285322 0.575103
n 51 2 0.794194 0 0.450945
n 52 1 0.604377 0.245348 0.396485
n 53 2 0.675838 0 0.620174
n 54 1 0.361326 0.804151 0.869354
n 55 2 0.796775 1 0.783225
n 56 1 0.391383 0.0502198 0.317105
n 57 2 -0.00403464 0 0.299084
n 58 1 0.575609 0.160262 -0.125498
n 59 1 0.606766 0.245535 0.365174
n 60 1 0.985228 0.583914 0.400969
n 61 1 0.660547 0.656151 0.772944
n 62 1 0.963126 0.685729 0.950534
n 63 1 0.894695 0.203123 0.84372
n 64 1 0.702732 0.0114385 0.658011
n 65 1 0.967054 0.213395 0.286059
n 66 2 0.866083 0 0.0919513
n 67 1 1.06919 0.455278 0.112301
n 68 1 0.321175 0.310675 0.827095
n 69 1 -0.112139 0.108123 0.969266
n 70 1 0.218126 0.506223 0.727462
n 71 1 -0.132498 0.834609 0.592456
n 72 1 0.195407 0.997274 0.518072
n 73 1 0.633701 0.914159 0.294485
n 74 2 0.911235 0 0.0298776
n 75 1 0.896971 0.243844 0.276043
n 76 2 0.839197 0 0.0303584
n 77 1 1.11554 0.270359 0.267858
n 78 1 0.827891 0.470114 0.607708
